"시설번호",시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할소방서명,관할소방서전화번호,데이터기준일자
"태안-안면-지상-30",1,충청남도,태안군,44825,충청남도 태안군 안면읍 백사장1길 105,충청남도 태안군 안면읍 백사장1길 105,36.58601235,126.3175252,옆 힐링횟집 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-31",1,충청남도,태안군,44825,충청남도 태안군 안면읍 황도로 569,충청남도 태안군 안면읍 황도로 569,36.59794951,126.3807103,앞 버스승강장 앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-32",1,충청남도,태안군,44825,충청남도 태안군 안면읍 황도리 1-14,충청남도 태안군 안면읍 황도리 1-14,36.599415,126.3829775,"박성빈,정진희씨댁 앞",안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-33",1,충청남도,태안군,44825,충청남도 태안군 안면읍 풍어제길 65-1,충청남도 태안군 안면읍 풍어제길 65-1,36.59991983,126.381146,일마레 펜션앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-34",1,충청남도,태안군,44825,충청남도 태안군 안면읍 승언리 1233-22,충청남도 태안군 안면읍 승언리 1233-22,36.599415,126.3829775,승언리 1233-22,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-35",1,충청남도,태안군,44825,충청남도 태안군 안면읍 승언리 339-339,충청남도 태안군 안면읍 승언리 339-339,36.4762524,126.368183,방포해수욕장 입구 도로 옆,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-36",1,충청남도,태안군,44825,충청남도 태안군 고남면 빗독2길 38,충청남도 태안군 고남면 빗독2길 38,36.42470352,126.4070178,고남면119지역대 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-37",1,충청남도,태안군,44825,충청남도 태안군 안면읍 응지마을길 27-14,충청남도 태안군 안면읍 응지마을길 27-14,36.51855075,126.3439924,앞 맞은 편 인도상,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-38",1,충청남도,태안군,44825,충청남도 태안군 안면읍 승언리 1082-4,충청남도 태안군 안면읍 승언리 1082-4,36.4004885,126.4245596,꿈나무어린이집 앞 인도상,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-39",1,충청남도,태안군,44825,충청남도 태안군 안면읍 초망수길 33-2,충청남도 태안군 안면읍 초망수길 33-2,36.51999657,126.3434086,대진파인빌 위 언덕길 인도상,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-40",1,충청남도,태안군,44825,충청남도 태안군 안면읍 율포길 8,충청남도 태안군 안면읍 율포길 8,36.47342361,126.3691031,중장제일슈퍼 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-41",1,충청남도,태안군,44825,충청남도 태안군 고남면 고남리 1071-1,충청남도 태안군 고남면 고남리 1071-1,36.4056843,126.4201115,고남면사무소 앞 도로가,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-42",1,충청남도,태안군,44825,충청남도 태안군 고남면 고남리 1256-59,충청남도 태안군 고남면 고남리 1256-59,36.4237659,126.4072966,고남초등학교 정문 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-43",1,충청남도,태안군,44825,충청남도 태안군 고남면 고남리 1237-6,충청남도 태안군 고남면 고남리 1237-6,36.4237659,126.4072966,마실펜션 앞 도로가,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-44",1,충청남도,태안군,44825,충청남도 태안군 고남면 빗독2길 13,충청남도 태안군 고남면 빗독2길 13,36.5309292,126.3434794,안남중학교 옆,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-45",1,충청남도,태안군,44825,충청남도 태안군 고남면 고남리 334-47,충청남도 태안군 고남면 고남리 334-47,36.4477594,126.4116013,영목항 섬펜션 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-46",1,충청남도,태안군,44825,충청남도 태안군 고남면 월고지길 28,충청남도 태안군 고남면 월고지길 28,36.40052265,126.4244934,월고지길 28,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-47",1,충청남도,태안군,44825,충청남도 태안군 고남면 가경주길 65-48,충청남도 태안군 고남면 가경주길 65-48,36.41451989,126.4076304,대명수산 활어낚시민박 앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-48",1,충청남도,태안군,44825,충청남도 태안군 고남면 가경주길 48 앞,충청남도 태안군 고남면 가경주길 48 앞,36.4353514,126.3791392,앞 민간대행신고소 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-49",1,충청남도,태안군,44825,충청남도 태안군 고남면 안면대로 4463,충청남도 태안군 고남면 안면대로 4463,36.40732207,126.421732,청소민박 앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-50",1,충청남도,태안군,44825,충청남도 태안군 고남면 만수길 21,충청남도 태안군 고남면 만수길 21,36.40576776,126.4200981,앞 고남7리 마을회관 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-51",1,충청남도,태안군,44825,충청남도 태안군 고남면 안면대로 4223,충청남도 태안군 고남면 안면대로 4223,36.42376056,126.4073105,고남농협 하나로마트 앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-52",1,충청남도,태안군,44825,충청남도 태안군 고남면 장곡리 383-2,충청남도 태안군 고남면 장곡리 383-2,36.42175984,126.3713365,구 장곡보건진료소 옆,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-53",1,충청남도,태안군,44825,충청남도 태안군 고남면 누동리 855,충청남도 태안군 고남면 누동리 855,36.44971469,126.4053194,누동3리 다목적회관 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-54",1,충청남도,태안군,44825,충청남도 태안군 안면읍 밧개길 39,충청남도 태안군 안면읍 밧개길 39,36.53098713,126.3434631,승언2리 다목적회관 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-55",1,충청남도,태안군,44825,충청남도 태안군 고남면 편교동길 86-3,충청남도 태안군 고남면 편교동길 86-3,36.4416391,126.4021778,누동4리 다목적회관 앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-56",1,충청남도,태안군,44825,충청남도 태안군 고남면 대고지길 40,충청남도 태안군 고남면 대고지길 40,36.4477775,126.4115582,누동1리 다목적회관 버스정류장 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-57",1,충청남도,태안군,44825,충청남도 태안군 고남면 누동로 92-3,충청남도 태안군 고남면 누동로 92-3,36.43580973,126.4078211,누동2구 노인정 버스정류장 옆,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-58",1,충청남도,태안군,44825,충청남도 태안군 고남면 구매길 43,충청남도 태안군 고남면 구매길 43,36.42537817,126.427071,이안펜션 앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-59",1,충청남도,태안군,44825,충청남도 태안군 고남면 옷점길 305,충청남도 태안군 고남면 옷점길 305,36.42254099,126.4034483,보건소 앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-60",1,충청남도,태안군,44825,충청남도 태안군 고남면 옷점길 143,충청남도 태안군 고남면 옷점길 143,36.41394963,126.4002628,서울민박 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-61",1,충청남도,태안군,44825,충청남도 태안군 고남면 장곡길 162-8,충청남도 태안군 고남면 장곡길 162-8,36.43538963,126.3790556,70m전 삼거리,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-62",1,충청남도,태안군,44825,충청남도 태안군 고남면 큰장돌길 283-25,충청남도 태안군 고남면 큰장돌길 283-25,36.42292181,126.3607163,12m 장삼포 해수욕장 앞,안면119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-63",1,충청남도,태안군,44825,충청남도 태안군 안면읍 승언리 1268-3,충청남도 태안군 안면읍 승언리 1268-3,36.5159134,126.3455195,"홍춘천 닭갈비집 앞, 꽃의 나라 옆",안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-지상-64",1,충청남도,태안군,44825,충청남도 태안군 고남면 안면대로 4113,충청남도 태안군 고남면 안면대로 4113,36.4310135,126.4008988,버스승강장 옆(감나무골 표지석 앞),안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-급수탑-1",3,충청남도,태안군,44825,충청남도 태안군 안면읍 장터로 77,충청남도 태안군 안면읍 장터로 77,36.51589516,126.3481142,안면119안전센터 내,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-안면-저수조-1",4,충청남도,태안군,44825,충청남도 태안군 고남면 빗독2길 28-4,충청남도 태안군 고남면 빗독2길 28-4,36.42573387,126.408357,반공회관 앞,안면119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-6",1,충청남도,태안군,44825,충청남도 태안군 태안읍 능샘1길 16,충청남도 태안군 태안읍 능샘1길 16,36.75341353,126.2934562,맞은편(고향여인숙 앞 삼거리),태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-7",1,충청남도,태안군,44825,충청남도 태안군 태안읍 동백로 191-3,충청남도 태안군 태안읍 동백로 191-3,36.75326626,126.2928216,금강산업 도로 주변 태안중앙교회 입간판 앞,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-8",1,충청남도,태안군,44825,충청남도 태안군 태안읍 시장1길 31,충청남도 태안군 태안읍 시장1길 31,36.75352495,126.2951126,가야장 앞(서부상가 입구),태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-9",1,충청남도,태안군,44825,충청남도 태안군 태안읍 시장1길 34,충청남도 태안군 태안읍 시장1길 34,36.75343755,126.2961794,서부상가 내 태안서산떡집 앞,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-10",1,충청남도,태안군,44825,충청남도 태안군 태안읍 환동1길 49-4,충청남도 태안군 태안읍 환동1길 49-4,36.75103401,126.2920269,보령주택6차 앞과 서해안마트 후문,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-11",1,충청남도,태안군,44825,충청남도 태안군 태안읍 시장3길 24,충청남도 태안군 태안읍 시장3길 24,36.75275362,126.2963335,서부시장 내 BYC앞 고객쉼터 50m아래 태안순대 앞,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-12",1,충청남도,태안군,44825,충청남도 태안군 태안읍 시장1길 34,충청남도 태안군 태안읍 시장1길 34,36.75343755,126.2961794,서부상가내 태안도배방과 전통손순대 순대국밥 사이,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-13",1,충청남도,태안군,44825,충청남도 태안군 태안읍 성안1길 80,충청남도 태안군 태안읍 성안1길 80,36.7606764110,126.2916034905,파랑새유치원(교육청 뒤) 정문 건너편,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-14",1,충청남도,태안군,44825,충청남도 태안군 태안읍 서문1길 29-2,충청남도 태안군 태안읍 서문1길 29-2,36.75599528,126.2947271,옆,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-15",1,충청남도,태안군,44825,충청남도 태안군 태안읍 서문4길 9,충청남도 태안군 태안읍 서문4길 9,36.75761492,126.2949408,앞,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-16",1,충청남도,태안군,44825,충청남도 태안군 태안읍 서문2길 21-11,충청남도 태안군 태안읍 서문2길 21-11,36.75722941,126.2925388,태안성결교회 밑,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-17",1,충청남도,태안군,44825,충청남도 태안군 태안읍 백화로 10-9,충청남도 태안군 태안읍 백화로 10-9,36.75714738,126.2920782,앞 태안성결교회 밑,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-18",1,충청남도,태안군,44825,충청남도 태안군 태안읍 환동로 82,충청남도 태안군 태안읍 환동로 82,36.75426993,126.2949221,태안프라자 신생약국 앞(구 터미널),태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-19",1,충청남도,태안군,44825,충청남도 태안군 태안읍 군청로 4,충청남도 태안군 태안읍 군청로 4,36.74622224,126.2993537,앞(태안군청 정문 앞 10m),태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-20",1,충청남도,태안군,44825,충청남도 태안군 태안읍 후곡로 42,충청남도 태안군 태안읍 후곡로 42,36.747388,126.2977799,맞은편(주연파크 건너편),태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-21",1,충청남도,태안군,44825,충청남도 태안군 태안읍 동백로 262,충청남도 태안군 태안읍 동백로 262,36.74983722,126.2993118,삼성디지털프라자 앞,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-22",1,충청남도,태안군,44825,충청남도 태안군 태안읍 군청2길 2,충청남도 태안군 태안읍 군청2길 2,36.74942309,126.2969328,태안지역자활센터 옆,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-23",1,충청남도,태안군,44825,충청남도 태안군 태안읍 군청7길 17,충청남도 태안군 태안읍 군청7길 17,36.74763679,126.3020819,신터미널 뒤 공영주차장 입구(서해의원 맞은편),태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-24",1,충청남도,태안군,44825,충청남도 태안군 태안읍 백화로 40,충청남도 태안군 태안읍 백화로 40,36.75774545,126.2950695,남문4리회관 앞,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-26",1,충청남도,태안군,44825,충청남도 태안군 태안읍 시장2길 47,충청남도 태안군 태안읍 시장2길 47,36.75366021,126.2966522,근흥상회 맞은편,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-27",1,충청남도,태안군,44825,충청남도 태안군 태안읍 중앙로 129,충청남도 태안군 태안읍 중앙로 129,36.75138856,126.3026258,태안신도신협본점 옆,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-29",1,충청남도,태안군,44825,충청남도 태안군 태안읍 독샘로 6,충청남도 태안군 태안읍 독샘로 6,36.75131227,126.2976232,블랙야크 앞,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-30",1,충청남도,태안군,44825,충청남도 태안군 태안읍 환동1길 10,충청남도 태안군 태안읍 환동1길 10,36.748494,126.3033295,우정연립 뒤 환동고개,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-31",1,충청남도,태안군,44825,충청남도 태안군 태안읍 중앙로32,충청남도 태안군 태안읍 중앙로32,36.75560685,126.2930464,농협 건너편(태안우리인력 앞),태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-32",1,충청남도,태안군,44825,충청남도 태안군 태안읍 독샘로16,충청남도 태안군 태안읍 독샘로16,36.75148281,126.2978143,허내과 뒤 주차장,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-33",1,충청남도,태안군,44825,충청남도 태안군 태안읍 독샘로 100,충청남도 태안군 태안읍 독샘로 100,36.75546583,126.2990636,한국관 옆,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-34",1,충청남도,태안군,44825,충청남도 태안군 태안읍 독샘로 58,충청남도 태안군 태안읍 독샘로 58,36.75341353,126.2988269,똥강아지 앞,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-35",1,충청남도,태안군,44825,충청남도 태안군 태안읍 샘골1길 10,충청남도 태안군 태안읍 샘골1길 10,36.75467002,126.3041056,고려맨션과 대성빌딩 사이,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-36",1,충청남도,태안군,44825,충청남도 태안군 태안읍 독샘로 119,충청남도 태안군 태안읍 독샘로 119,36.756223,126.2987382,삼양빌딩과 구세군태안영문교회 사이,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-37",1,충청남도,태안군,44825,충청남도 태안군 태안읍 동백로 276,충청남도 태안군 태안읍 동백로 276,36.74937465,126.3003328,"군청입구오거리 인근 장원카써비스 앞, 반도부동산 앞",태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-38",1,충청남도,태안군,44825,충청남도 태안군 태안읍 경이정1길 16-5,충청남도 태안군 태안읍 경이정1길 16-5,36.75507516,126.296384,백림목욕탕 10m 옆,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-39",1,충청남도,태안군,44825,충청남도 태안군 태안읍 경이정6길 17-2,충청남도 태안군 태안읍 경이정6길 17-2,36.75503288,126.2971593,동문2리다목적회관 앞,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-40",1,충청남도,태안군,44825,충청남도 태안군 태안읍 경이정1길 51,충청남도 태안군 태안읍 경이정1길 51,36.75647929,126.2961158,앞 과 경이정 뒤 사이,태안119안전센터,Y,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
"태안-지상-41",1,충청남도,태안군,44825,충청남도 태안군 태안읍 시장4길 29-1,충청남도 태안군 태안읍 시장4길 29-1,36.75210357,126.2985611,태안특산물전통시장 내 승신상회 앞,태안119안전센터,N,Y,2018,8,10,100,태안소방서,041-671-0252,2020-12-01
