"시설번호",시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할기관명,관할기관전화번호,데이터기준일자
"강정1호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 말질로 158,제주특별자치도 서귀포시 강정동 4459-1,33.23737586,126.4797706,말질로 158 (강정의례회관 서측 삼거리),대신119센터,Y,Y,1993,0.9,3.5,80,서귀포소방서,064-739-0119,2022-05-13
"강정2호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 이어도로 571,제주특별자치도 서귀포시 강정동 4415-5,33.23632327,126.4777414,이어도로 571(중문농협 강정지점 맞은편 인도상),대신119센터,Y,Y,2018,1.3,5,80,서귀포소방서,064-739-0119,2022-05-13
"강정3호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 말질로 178,제주특별자치도 서귀포시 강정동 4445-7,33.23582749,126.4797698,말질로 178 (강정동 코사마트 앞),대신119센터,Y,Y,1994,1.4,5,80,서귀포소방서,064-739-0119,2022-05-13
"강정4호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 이어도로 541-1,제주특별자치도 서귀포시 강정동 4344,33.23779423,126.4751811,이어도로 541-1 일강정선과장(새마을금고 서측 150m)옆,대신119센터,Y,Y,2004,0.7,5,80,서귀포소방서,064-739-0119,2022-05-13
"강정5호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 이어도로 721,제주특별자치도 서귀포시 강정동 2486,33.23593589,126.4920355,이어도로 721(조은리조트 입구),대신119센터,Y,Y,2005,0.4,5,100,서귀포소방서,064-739-0119,2022-05-13
"강정6호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 이어도로 793,제주특별자치도 서귀포시 강정동 927-1,33.23663474,126.5000918,이어도로 793(레지나식당 앞 인도상),대신119센터,Y,Y,2008,1,3,100,서귀포소방서,064-739-0119,2022-05-13
"강정7호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 이어도로 826-6,제주특별자치도 서귀포시 강정동 643,33.23499367,126.5028998,이어도로 826-6(서건도 버스정류소 옆),대신119센터,Y,Y,2015,1,3,80,서귀포소방서,064-739-0119,2022-05-13
"강정8호",1,제주특별자치도,서귀포시,50130,,제주특별자치도 서귀포시 강정동 4289-8,33.23995665,126.4795466,강정동 4289-8,대신119센터,Y,Y,2015,1,3,80,서귀포소방서,064-739-0119,2022-05-13
"고내-1",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 고내로9길 26,제주특별자치도 제주시 애월읍 고내리 1073-1,33.46563464,126.3379562,고내로9길 26 (고내리 사무소 북측),애월119센터,N,Y,2010,0.7,2,50,서부소방서,064-795-0425,2022-05-13
"고내-2",1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 애월읍 애월리 6,33.46204998,126.3343182,애월리8-1 (애월고 버스정류소 옆),애월119센터,N,Y,1991,0.8,2,75,서부소방서,064-795-0425,2022-05-13
"고내-3",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 고내로 15,제주특별자치도 제주시 애월읍 고내리 1039-1,33.46336171,126.3390151,고내로 15 (삼거리 고내 재활용도움센터 옆),애월119센터,N,Y,1991,0.7,4,100,서부소방서,064-795-0425,2022-05-13
"고내-4",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 일주서로 6513,제주특별자치도 제주시 애월읍 고내리 215,33.46666441,126.348761,일주서로 6513 (애월119센터 내),애월119센터,N,Y,2007,1.2,2,80,서부소방서,064-795-0425,2022-05-13
"고산-1",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고산로 70,제주특별자치도 제주시 한경면 고산리 2615-2,33.30713811,126.1784717,장군멍군 식당 앞,한경119센터,Y,Y,1997,0.7,2.7,80,서부소방서,064-795-0445,2022-05-13
"고산-10",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 칠전로 1,제주특별자치도 제주시 한경면 고산리 2865-1,33.30117042,126.1803526,고산육거리 고산성당 앞,한경119센터,Y,Y,2017,0.8,2.7,80,서부소방서,064-795-0445,2022-05-13
"고산-11",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고산로 20,제주특별자치도 제주시 한경면 고산리 2199-1,33.30279127,126.1797305,고산신협 맞은편,한경119센터,N,Y,2013,0.8,2.6,100,서부소방서,064-795-0445,2022-05-13
"고산-12",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고산남8길 24,제주특별자치도 제주시 한경면 고산리 1662-2,33.30078197,126.1925052,새동 삼거리,한경119센터,N,Y,2014,0.5,3.5,150,서부소방서,064-795-0445,2022-05-13
"고산-2",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고산로6길 2,제주특별자치도 제주시 한경면 고산리 2715,33.30605105,126.1791524,늘푸른팰리스아파트 앞,한경119센터,Y,Y,2019,1,2.7,100,서부소방서,064-795-0445,2022-05-13
"고산-3",1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 한경면 고산리 2686-4,33.30360108,126.1774605,고산초등학교 정문 앞,한경119센터,Y,Y,2020,0.8,3.8,100,서부소방서,064-795-0445,2022-05-13
"고산-4",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고락로 15,제주특별자치도 제주시 한경면 고산리 2234,33.30350228,126.1811815,원신주택 앞,한경119센터,N,Y,1998,0.8,2.7,100,서부소방서,064-795-0445,2022-05-13
"고산-5",1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 한경면 고산리 3603-2,33.30730158,126.1663246,아리아 식당 옆,한경119센터,N,Y,2021,0.8,2.7,80,서부소방서,064-795-0445,2022-05-13
"고산-6",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 노을해안로 930,제주특별자치도 제주시 한경면 고산리 3808-9,33.29100744,126.1650196,고산리 한장동 입구,한경119센터,N,Y,1994,0.8,2.5,80,서부소방서,064-795-0445,2022-05-13
"고산-7",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 고락로 89,제주특별자치도 제주시 한경면 고산리 1942-2,33.30235128,126.1889187,고산2리 사무소 앞,한경119센터,N,Y,1995,0.7,2.7,100,서부소방서,064-795-0445,2022-05-13
"고산-8",1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 한경면 고산리 1719,33.29770635,126.1949811,칠전동 엄블랑 음식점 앞,한경119센터,N,Y,1999,0.8,2.7,100,서부소방서,064-795-0445,2022-05-13
"고산-9",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한경면 칠전로 225-1,제주특별자치도 제주시 한경면 고산리 245-1,33.2956198,126.2034325,고산2리 전답동 입구,한경119센터,N,Y,1995,0.8,2.7,100,서부소방서,064-795-0445,2022-05-13
"고성-1",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 광성로 51,제주특별자치도 제주시 애월읍 고성리 1242-1,33.45808597,126.4130506,광성로 51 앞 사거리,애월119센터,N,Y,1991,0.7,5.5,80,서부소방서,064-795-0425,2022-05-13
"고성10호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 고성오조로 113,제주특별자치도 서귀포시 성산읍 오조리 1035-9,33.4537564,126.9130309,고성리 오성주유소 옆,성산119센터,Y,Y,2000,0.7,2,100,동부소방서,064-782-0119,2022-05-13
"고성11호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 일주동로 4304,제주특별자치도 서귀포시 성산읍 고성리 1012-1,33.44441321,126.9125627,고성리사무소 입구,성산119센터,Y,Y,2001,0.7,2,150,동부소방서,064-782-0119,2022-05-13
"고성12호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 산성효자로 40,제주특별자치도 서귀포시 성산읍 고성리 1330,33.45068123,126.9080991,제주돌체펜션 앞,성산119센터,Y,Y,2005,0.7,4,100,동부소방서,064-782-0119,2022-05-13
"고성13호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 일출로 31,제주특별자치도 서귀포시 성산읍 고성리 329-1,33.4480049,126.9162600405,골든튤립호텔 앞,성산119센터,Y,Y,2009,0.7,3.5,100,동부소방서,064-782-0119,2022-05-13
"고성14호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 일출로 80,제주특별자치도 서귀포시 성산읍 고성리 238,33.44971096,126.9206949,일출로 농협마트 사거리 교차로 앞,성산119센터,Y,Y,2009,0.7,3,100,동부소방서,064-782-0119,2022-05-13
"고성15호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 고성오조로 93,제주특별자치도 서귀포시 성산읍 고성리 1189-7,33.45186232,126.9128147,고성리 오일시장 입구,성산119센터,N,Y,2017,0.7,3.5,80,동부소방서,064-782-0119,2022-05-13
"고성16호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 일주동로 4330,제주특별자치도 서귀포시 성산읍 고성리 1023-2,33.44264183,126.9110601,성산읍사무소 내,성산119센터,Y,Y,1989,0.7,2.1,80,동부소방서,064-782-0119,2022-05-13
"고성17호",1,제주특별자치도,서귀포시,50130,,제주특별자치도 서귀포시 성산읍 고성리 1875-7,33.42941312,126.9080893,성산 LPG충전소 옆,성산119센터,Y,Y,2010,0.7,2.1,100,동부소방서,064-782-0119,2022-05-13
"고성1호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 산성효자로 66,제주특별자치도 서귀포시 성산읍 고성리 1553-1,33.44889392,126.9063477,단독주택 앞,성산119센터,Y,Y,1980,0.7,2.1,100,동부소방서,064-782-0119,2022-05-13
"고성-2",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 고성남길 21,제주특별자치도 제주시 애월읍 고성리 133-14,33.43501606,126.4259521,고성남길 21(고성2리마을회관 화단),애월119센터,N,Y,2005,1,6,100,서부소방서,064-795-0425,2022-05-13
"고성2호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 고성중앙로 89,제주특별자치도 서귀포시 성산읍 고성리 1135-8,33.45005978,126.9116102,고성리 홍마트 옆,성산119센터,Y,Y,1990,0.7,2.1,150,동부소방서,064-782-0119,2022-05-13
"고성3호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 동류암로 36,제주특별자치도 서귀포시 성산읍 고성리 298-33,33.44913618,126.9164411,고성리 제주룩스호텔 입구,성산119센터,Y,Y,1993,0.7,2.2,100,동부소방서,064-782-0119,2022-05-13
"고성4호",1,제주특별자치도,서귀포시,50130,,제주특별자치도 서귀포시 성산읍 고성리 2184-1,33.4460423,126.903406,진우파크빌에서 수산방향 100m,성산119센터,Y,Y,1993,0.7,2.3,150,동부소방서,064-782-0119,2022-05-13
"고성5호",1,제주특별자치도,서귀포시,50130,,제주특별자치도 서귀포시 성산읍 고성리 1106-25,33.44695695,126.9115586,고성리 KT 옆,성산119센터,Y,Y,1994,0.7,2.1,150,동부소방서,064-782-0119,2022-05-13
"고성6호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 고성오조로 38,제주특별자치도 서귀포시 성산읍 고성리 338-3,33.44686661,126.9151901,고성리 동남주유소 앞 회전교차로 인근,성산119센터,Y,Y,1994,0.7,2,150,동부소방서,064-782-0119,2022-05-13
"고성7호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 고성오조로 64,제주특별자치도 서귀포시 성산읍 고성리 313-6,33.44949996,126.9150828,고성리 제일약국 앞,성산119센터,Y,Y,1995,0.7,2.1,150,동부소방서,064-782-0119,2022-05-13
"고성8호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 산성효자로111번길 2,제주특별자치도 서귀포시 성산읍 고성리 2169-1,33.44709771,126.9020086,큰 마을나무 앞,성산119센터,Y,Y,1997,0.7,2,150,동부소방서,064-782-0119,2022-05-13
"고성9호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 성산읍 고성오조로 87,제주특별자치도 서귀포시 성산읍 고성리 1194-1,33.45138049,126.9142179,고성리 일오반식당 옆,성산119센터,Y,Y,1998,0.7,2,100,동부소방서,064-782-0119,2022-05-13
"곽지-1",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 천덕로 53,제주특별자치도 제주시 애월읍 곽지리 1839-2,33.44408034,126.3107439,천덕로 53 주택 옆 도로,애월119센터,N,Y,1991,0.7,2.8,80,서부소방서,064-795-0425,2022-05-13
"곽지-2",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 천덕로 37,제주특별자치도 제주시 애월읍 곽지리 1885-1,33.44525209,126.3097152,천덕로 37 주택 앞 도로,애월119센터,N,Y,1991,0.7,2.8,80,서부소방서,064-795-0425,2022-05-13
"곽지-3",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 천덕로 47,제주특별자치도 제주시 애월읍 곽지리 1874,33.44469288,126.3105165,천덕로 47 주택 옆 도로,애월119센터,Y,Y,1991,0.7,2.8,80,서부소방서,064-795-0425,2022-05-13
"곽지-4",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 일주서로 5992,제주특별자치도 제주시 애월읍 곽지리 2045-1,33.44625719,126.3059054,일주서로 5992(신협 남측),애월119센터,N,Y,2021,0.7,2.5,80,서부소방서,064-795-0425,2022-05-13
"곽지-5",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 곽지7길 1,제주특별자치도 제주시 애월읍 곽지리 1635,33.45005238,126.3083998,곽지리 1635,애월119센터,Y,Y,2018,0.8,4.4,75,서부소방서,064-795-0425,2022-05-13
"광령-1",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 광성로 280,제주특별자치도 제주시 애월읍 광령리 1232-1,33.46040627,126.4373305,광성로 280 앞,애월119센터,N,Y,2002,0.7,4,100,서부소방서,064-795-0425,2022-05-13
"광령-2",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 하광로 467,제주특별자치도 제주시 애월읍 광령리 3072-5,33.4495957,126.4293198,하광로 467 앞,애월119센터,N,Y,1991,0.7,2,65,서부소방서,064-795-0425,2022-05-13
"광령-3",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 하광로 540-66,제주특별자치도 제주시 애월읍 광령리 2863-2,33.44115682,126.4288013,하광로 540-66(평화로 스타하우스 맞은편),애월119센터,N,Y,1995,0.7,3,125,서부소방서,064-795-0425,2022-05-13
"광령-4",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 하광로 295,제주특별자치도 제주시 애월읍 광령리 3853-4,33.46297588,126.4238993,하광로 295 앞,애월119센터,N,Y,1991,0.8,1.8,50,서부소방서,064-795-0425,2022-05-13
"광령-5",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 평화로 2835,제주특별자치도 제주시 애월읍 광령리 100-3,33.45660483,126.4414073,평화로 2835(지성요양병원 옆),애월119센터,N,Y,2012,0.7,1.8,50,서부소방서,064-795-0425,2022-05-13
"광령-6",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 광령8길 32,제주특별자치도 제주시 애월읍 광령리 1172,33.45825412,126.4393904,광령8길 32(인켈전기통신 옆),애월119센터,N,Y,2012,0.7,1.8,125,서부소방서,064-795-0425,2022-05-13
"광령-7",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 중산간서로 6609-6,제주특별자치도 제주시 애월읍 광령리 2087-1,33.46414317,126.4355021,중산간서로 6609-6,애월119센터,N,Y,2013,0.7,5.5,65,서부소방서,064-795-0425,2022-05-13
"광평 1호",1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 안덕면 광평로 34,제주특별자치도 서귀포시 안덕면 광평리 205-4,33.32900031,126.3820793,광평마을회관 동측 80m,안덕119센터,Y,Y,2006,1.2,3,50,서부소방서,064-795-0182,2022-05-13
"광평-1",1,제주특별자치도,서귀포시,50130,,제주특별자치도 서귀포시 안덕면 광평리 205-2,33.32913988,126.3820423,광평마을회관 동측 80m,안덕119센터,N,Y,2006,1,3,50,서부소방서,064-795-0455,2022-05-13
"교래1호",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 조천읍 비자림로 645,제주특별자치도 제주시 조천읍 교래리 491,33.43613855,126.6759942,교래손칼국수남측30m,조천119센터,Y,Y,1992,0.7,3,100,동부소방서,064-782-6119,2022-05-13
"교래2호",6,제주특별자치도,제주시,50110,제주특별자치도 제주시 조천읍 남조로 1767,제주특별자치도 제주시 조천읍 교래리 207,33.42539923,126.6744154,교래리 남조로주유소맞은편,조천119센터,Y,Y,2021,0.7,2.5,100,동부소방서,064-782-6119,2022-05-13
"교래3호",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 조천읍 비자림로 606,제주특별자치도 제주시 조천읍 교래리 산 56-4,33.4342519,126.6749133,교래리 미니미니랜드 앞,조천119센터,Y,Y,2012,0.7,3,80,동부소방서,064-782-6119,2022-05-13
"구억1-1",6,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 중산간서로 2380,제주특별자치도 서귀포시 대정읍 구억리 975-9,33.27283513,126.2791542,구억리사무소 옆,영교119센터,N,Y,2014,0.7,2.5,80,서부소방서,064-795-0465,2022-05-13
"구억1-2",1,제주특별자치도,서귀포시,50130,,제주특별자치도 서귀포시 대정읍 구억리 790-3,33.27958757,126.2846381,구억리 양돈단지 입구,영교119센터,Y,Y,1995,0.7,3,80,서부소방서,064-795-0465,2022-05-13
"구엄-1",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 애월읍 구엄길 59,제주특별자치도 제주시 애월읍 구엄리 1136-6,33.47965038,126.3763326,구엄길 59 (구엄리 리사무소 남측),애월119센터,N,Y,2010,0.7,2.8,100,서부소방서,064-795-0425,2022-05-13
"귀덕-1",6,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 귀덕14길 60,제주특별자치도 제주시 한림읍 귀덕리 1361-2,33.43877313,126.2957207,귀덕리 노인정 옆,한림119센터,N,Y,2016,0.7,2.1,100,서부소방서,064-795-0415,2022-05-13
"귀덕-10",1,제주특별자치도,제주시,50110,,제주특별자치도 제주시 한림읍 귀덕리 2073,33.41967834,126.2962521,귀덕3리 교차로 북측 40m,한림119센터,N,Y,2018,0.7,6.5,100,서부소방서,064-795-0415,2022-05-13
"귀덕-2",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 귀덕6길 204-2,제주특별자치도 제주시 한림읍 귀덕리 2448,33.42802203,126.2883386,한림 에스하임 삼거리 앞,한림119센터,Y,Y,1993,1.3,4,80,서부소방서,064-795-0415,2022-05-13
"귀덕-3",6,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 귀덕14길 116,제주특별자치도 제주시 한림읍 귀덕리 1640-1,33.4340621,126.2957263,귀덕리 성로동 버스정류장 옆,한림119센터,N,Y,1999,0.9,2.7,150,서부소방서,064-795-0415,2022-05-13
"귀덕-4",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 귀덕3길 29,제주특별자치도 제주시 한림읍 귀덕리 3954-1,33.44044187,126.2788564,한림읍 귀덕2리 농협창고 앞 도로상,한림119센터,N,Y,1989,0.7,2.3,80,서부소방서,064-795-0415,2022-05-13
"귀덕-5",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 일주서로 5692,제주특별자치도 제주시 한림읍 귀덕리 3712-1,33.4349581,126.2781795,귀덕2리 하일라콘도입구 100m지점,한림119센터,Y,Y,1997,0.7,3,50,서부소방서,064-795-0415,2022-05-13
"귀덕-6",1,제주특별자치도,제주시,50110,제주특별자치도 제주시 한림읍 한수풀로 337,제주특별자치도 제주시 한림읍 귀덕리 2074-4,33.41923723,126.2962884,귀덕3리 사무소옆 사거리,한림119센터,Y,Y,2020,0.7,2.3,80,서부소방서,064-795-0415,2022-05-13
